DriverNumber,Abbreviation,TeamName,ClassifiedPosition,GridPosition,Time,Status,Points,GapToLeaderMs,Year,GrandPrix
77,BOT,Mercedes,1,2,0 days 01:25:27.325000,Finished,26.0,0.0,2019,Australian Grand Prix
44,HAM,Mercedes,2,1,0 days 00:00:20.886000,Finished,18.0,20886.0,2019,Australian Grand Prix
33,VER,Red Bull Racing,3,4,0 days 00:00:22.520000,Finished,15.0,22520.0,2019,Australian Grand Prix
5,VET,Ferrari,4,3,0 days 00:00:57.109000,Finished,12.0,57109.0,2019,Australian Grand Prix
16,LEC,Ferrari,5,5,0 days 00:00:58.203000,Finished,10.0,58203.0,2019,Australian Grand Prix
20,MAG,Haas F1 Team,6,7,0 days 00:01:27.156000,Finished,8.0,87156.0,2019,Australian Grand Prix
27,HUL,Renault,7,11,,+1 Lap,6.0,123402.155,2019,Australian Grand Prix
7,RAI,Alfa Romeo Racing,8,9,,+1 Lap,4.0,128402.155,2019,Australian Grand Prix
18,STR,Racing Point,9,16,,+1 Lap,2.0,133402.155,2019,Australian Grand Prix
26,KVY,Toro Rosso,10,15,,+1 Lap,1.0,138402.155,2019,Australian Grand Prix
10,GAS,Red Bull Racing,11,17,,+1 Lap,0.0,143402.155,2019,Australian Grand Prix
4,NOR,McLaren,12,8,,+1 Lap,0.0,148402.155,2019,Australian Grand Prix
11,PER,Racing Point,13,10,,+1 Lap,0.0,153402.155,2019,Australian Grand Prix
23,ALB,Toro Rosso,14,13,,+1 Lap,0.0,158402.155,2019,Australian Grand Prix
99,GIO,Alfa Romeo Racing,15,14,,+1 Lap,0.0,163402.155,2019,Australian Grand Prix
63,RUS,Williams,16,19,,+2 Laps,0.0,256804.31,2019,Australian Grand Prix
88,KUB,Williams,17,20,,+3 Laps,0.0,350206.46499999997,2019,Australian Grand Prix
8,GRO,Haas F1 Team,20,6,,Wheel,0.0,106082.58599999998,2019,Australian Grand Prix
3,RIC,Renault,20,12,,Damage,0.0,212165.17199999996,2019,Australian Grand Prix
55,SAI,McLaren,20,18,,Engine,0.0,318247.75800000003,2019,Australian Grand Prix
44,HAM,Mercedes,1,3,0 days 01:34:21.295000,Finished,25.0,0.0,2019,Bahrain Grand Prix
77,BOT,Mercedes,2,4,0 days 00:00:02.980000,Finished,18.0,2980.0,2019,Bahrain Grand Prix
16,LEC,Ferrari,3,1,0 days 00:00:06.131000,Finished,16.0,6131.0,2019,Bahrain Grand Prix
33,VER,Red Bull Racing,4,5,0 days 00:00:06.408000,Finished,12.0,6408.0,2019,Bahrain Grand Prix
5,VET,Ferrari,5,2,0 days 00:00:36.068000,Finished,10.0,36068.0,2019,Bahrain Grand Prix
4,NOR,McLaren,6,9,0 days 00:00:45.754000,Finished,8.0,45754.0,2019,Bahrain Grand Prix
7,RAI,Alfa Romeo Racing,7,8,0 days 00:00:47.470000,Finished,6.0,47470.0,2019,Bahrain Grand Prix
10,GAS,Red Bull Racing,8,13,0 days 00:00:58.094000,Finished,4.0,58094.0,2019,Bahrain Grand Prix
23,ALB,Toro Rosso,9,12,0 days 00:01:02.697000,Finished,2.0,62697.0,2019,Bahrain Grand Prix
11,PER,Racing Point,10,14,0 days 00:01:03.696000,Finished,1.0,63696.0,2019,Bahrain Grand Prix
99,GIO,Alfa Romeo Racing,11,16,0 days 00:01:04.599000,Finished,0.0,64599.00000000001,2019,Bahrain Grand Prix
26,KVY,Toro Rosso,12,15,,+1 Lap,0.0,159320.964,2019,Bahrain Grand Prix
20,MAG,Haas F1 Team,13,6,,+1 Lap,0.0,164320.964,2019,Bahrain Grand Prix
18,STR,Racing Point,14,18,,+1 Lap,0.0,169320.964,2019,Bahrain Grand Prix
63,RUS,Williams,15,19,,+1 Lap,0.0,174320.964,2019,Bahrain Grand Prix
88,KUB,Williams,16,20,,+2 Laps,0.0,278641.928,2019,Bahrain Grand Prix
27,HUL,Renault,20,17,,Engine,0.0,337691.27760000003,2019,Bahrain Grand Prix
3,RIC,Renault,20,10,,Out of fuel,0.0,198641.928,2019,Bahrain Grand Prix
55,SAI,McLaren,20,7,,Collision damage,0.0,139049.34960000002,2019,Bahrain Grand Prix
8,GRO,Haas F1 Team,20,11,,Retired,0.0,218506.1208,2019,Bahrain Grand Prix
44,HAM,Mercedes,1,2,0 days 01:32:06.350000,Finished,25.0,0.0,2019,Chinese Grand Prix
77,BOT,Mercedes,2,1,0 days 00:00:06.552000,Finished,18.0,6552.0,2019,Chinese Grand Prix
5,VET,Ferrari,3,3,0 days 00:00:13.774000,Finished,15.0,13774.0,2019,Chinese Grand Prix
33,VER,Red Bull Racing,4,5,0 days 00:00:27.627000,Finished,12.0,27627.0,2019,Chinese Grand Prix
16,LEC,Ferrari,5,4,0 days 00:00:31.276000,Finished,10.0,31276.0,2019,Chinese Grand Prix
10,GAS,Red Bull Racing,6,6,0 days 00:01:29.307000,Finished,9.0,89307.0,2019,Chinese Grand Prix
3,RIC,Renault,7,7,,+1 Lap,6.0,133684.821,2019,Chinese Grand Prix
11,PER,Racing Point,8,12,,+1 Lap,4.0,138684.821,2019,Chinese Grand Prix
7,RAI,Alfa Romeo Racing,9,13,,+1 Lap,2.0,143684.821,2019,Chinese Grand Prix
23,ALB,Toro Rosso,10,0,,+1 Lap,1.0,148684.821,2019,Chinese Grand Prix
8,GRO,Haas F1 Team,11,10,,+1 Lap,0.0,153684.821,2019,Chinese Grand Prix
18,STR,Racing Point,12,16,,+1 Lap,0.0,158684.821,2019,Chinese Grand Prix
20,MAG,Haas F1 Team,13,9,,+1 Lap,0.0,163684.821,2019,Chinese Grand Prix
55,SAI,McLaren,14,14,,+1 Lap,0.0,168684.821,2019,Chinese Grand Prix
99,GIO,Alfa Romeo Racing,15,19,,+1 Lap,0.0,173684.821,2019,Chinese Grand Prix
63,RUS,Williams,16,17,,+2 Laps,0.0,277369.642,2019,Chinese Grand Prix
88,KUB,Williams,17,18,,+2 Laps,0.0,282369.642,2019,Chinese Grand Prix
4,NOR,McLaren,18,15,,Collision,0.0,296054.463,2019,Chinese Grand Prix
26,KVY,Toro Rosso,20,11,,Collision,0.0,217106.60619999998,2019,Chinese Grand Prix
27,HUL,Renault,20,8,,Power Unit,0.0,157895.7136,2019,Chinese Grand Prix
77,BOT,Mercedes,1,1,0 days 01:31:52.942000,Finished,25.0,0.0,2019,Azerbaijan Grand Prix
44,HAM,Mercedes,2,2,0 days 00:00:01.524000,Finished,18.0,1524.0,2019,Azerbaijan Grand Prix
5,VET,Ferrari,3,3,0 days 00:00:11.739000,Finished,15.0,11739.0,2019,Azerbaijan Grand Prix
33,VER,Red Bull Racing,4,4,0 days 00:00:17.493000,Finished,12.0,17493.0,2019,Azerbaijan Grand Prix
16,LEC,Ferrari,5,8,0 days 00:01:09.107000,Finished,11.0,69107.0,2019,Azerbaijan Grand Prix
11,PER,Racing Point,6,5,0 days 00:01:16.416000,Finished,8.0,76416.0,2019,Azerbaijan Grand Prix
55,SAI,McLaren,7,9,0 days 00:01:23.826000,Finished,6.0,83826.0,2019,Azerbaijan Grand Prix
4,NOR,McLaren,8,7,0 days 00:01:40.268000,Finished,4.0,100268.0,2019,Azerbaijan Grand Prix
18,STR,Racing Point,9,13,0 days 00:01:43.816000,Finished,2.0,103816.0,2019,Azerbaijan Grand Prix
7,RAI,Alfa Romeo Racing,10,0,,+1 Lap,1.0,158096.901,2019,Azerbaijan Grand Prix
23,ALB,Toro Rosso,11,11,,+1 Lap,0.0,163096.901,2019,Azerbaijan Grand Prix
99,GIO,Alfa Romeo Racing,12,17,,+1 Lap,0.0,168096.901,2019,Azerbaijan Grand Prix
20,MAG,Haas F1 Team,13,12,,+1 Lap,0.0,173096.901,2019,Azerbaijan Grand Prix
27,HUL,Renault,14,15,,+1 Lap,0.0,178096.901,2019,Azerbaijan Grand Prix
63,RUS,Williams,15,16,,+2 Laps,0.0,291193.802,2019,Azerbaijan Grand Prix
88,KUB,Williams,16,0,,+2 Laps,0.0,296193.802,2019,Azerbaijan Grand Prix
10,GAS,Red Bull Racing,20,0,,Transmission,0.0,0.0,2019,Azerbaijan Grand Prix
8,GRO,Haas F1 Team,20,14,,Brakes,0.0,302671.3228,2019,Azerbaijan Grand Prix
26,KVY,Toro Rosso,20,6,,Collision,0.0,129716.2812,2019,Azerbaijan Grand Prix
3,RIC,Renault,20,10,,Collision,0.0,216193.802,2019,Azerbaijan Grand Prix
44,HAM,Mercedes,1,2,0 days 01:35:50.443000,Finished,26.0,0.0,2019,Spanish Grand Prix
77,BOT,Mercedes,2,1,0 days 00:00:04.074000,Finished,18.0,4074.0,2019,Spanish Grand Prix
33,VER,Red Bull Racing,3,4,0 days 00:00:07.679000,Finished,15.0,7679.0,2019,Spanish Grand Prix
5,VET,Ferrari,4,3,0 days 00:00:09.167000,Finished,12.0,9167.0,2019,Spanish Grand Prix
16,LEC,Ferrari,5,5,0 days 00:00:13.361000,Finished,10.0,13361.0,2019,Spanish Grand Prix
10,GAS,Red Bull Racing,6,6,0 days 00:00:19.576000,Finished,8.0,19576.0,2019,Spanish Grand Prix
20,MAG,Haas F1 Team,7,8,0 days 00:00:28.159000,Finished,6.0,28159.0,2019,Spanish Grand Prix
55,SAI,McLaren,8,12,0 days 00:00:32.342000,Finished,4.0,32342.0,2019,Spanish Grand Prix
26,KVY,Toro Rosso,9,9,0 days 00:00:33.056000,Finished,2.0,33056.0,2019,Spanish Grand Prix
8,GRO,Haas F1 Team,10,7,0 days 00:00:34.641000,Finished,1.0,34641.0,2019,Spanish Grand Prix
23,ALB,Toro Rosso,11,11,0 days 00:00:35.445000,Finished,0.0,35445.0,2019,Spanish Grand Prix
3,RIC,Renault,12,13,0 days 00:00:36.758000,Finished,0.0,36758.0,2019,Spanish Grand Prix
27,HUL,Renault,13,0,0 days 00:00:39.241000,Finished,0.0,39241.0,2019,Spanish Grand Prix
7,RAI,Alfa Romeo Racing,14,14,0 days 00:00:41.803000,Finished,0.0,41803.0,2019,Spanish Grand Prix
11,PER,Racing Point,15,15,0 days 00:00:46.877000,Finished,0.0,46877.0,2019,Spanish Grand Prix
99,GIO,Alfa Romeo Racing,16,18,0 days 00:00:47.691000,Finished,0.0,47691.0,2019,Spanish Grand Prix
63,RUS,Williams,17,19,,+1 Lap,0.0,172127.924,2019,Spanish Grand Prix
88,KUB,Williams,18,17,,+1 Lap,0.0,177127.924,2019,Spanish Grand Prix
18,STR,Racing Point,20,16,,Collision,0.0,278809.3568,2019,Spanish Grand Prix
4,NOR,McLaren,20,10,,Collision,0.0,174255.848,2019,Spanish Grand Prix
44,HAM,Mercedes,1,1,0 days 01:43:28.437000,Finished,25.0,0.0,2019,Monaco Grand Prix
5,VET,Ferrari,2,4,0 days 00:00:02.602000,Finished,18.0,2602.0,2019,Monaco Grand Prix
77,BOT,Mercedes,3,2,0 days 00:00:03.162000,Finished,15.0,3162.0,2019,Monaco Grand Prix
33,VER,Red Bull Racing,4,3,0 days 00:00:05.537000,Finished,12.0,5537.0,2019,Monaco Grand Prix
10,GAS,Red Bull Racing,5,8,0 days 00:00:09.946000,Finished,11.0,9946.0,2019,Monaco Grand Prix
55,SAI,McLaren,6,9,0 days 00:00:53.454000,Finished,8.0,53454.0,2019,Monaco Grand Prix
26,KVY,Toro Rosso,7,7,0 days 00:00:54.574000,Finished,6.0,54574.0,2019,Monaco Grand Prix
23,ALB,Toro Rosso,8,10,0 days 00:00:55.200000,Finished,4.0,55200.0,2019,Monaco Grand Prix
3,RIC,Renault,9,6,0 days 00:01:00.894000,Finished,2.0,60894.0,2019,Monaco Grand Prix
8,GRO,Haas F1 Team,10,13,0 days 00:01:01.034000,Finished,1.0,61034.0,2019,Monaco Grand Prix
4,NOR,McLaren,11,12,0 days 00:01:06.801000,Finished,0.0,66801.0,2019,Monaco Grand Prix
11,PER,Racing Point,12,16,,+1 Lap,0.0,139595.34600000002,2019,Monaco Grand Prix
27,HUL,Renault,13,11,,+1 Lap,0.0,144595.34600000002,2019,Monaco Grand Prix
20,MAG,Haas F1 Team,14,5,,+1 Lap,0.0,149595.34600000002,2019,Monaco Grand Prix
63,RUS,Williams,15,19,,+1 Lap,0.0,154595.34600000002,2019,Monaco Grand Prix
18,STR,Racing Point,16,17,,+1 Lap,0.0,159595.34600000002,2019,Monaco Grand Prix
7,RAI,Alfa Romeo Racing,17,14,,+1 Lap,0.0,164595.34600000002,2019,Monaco Grand Prix
88,KUB,Williams,18,20,,+1 Lap,0.0,169595.34600000002,2019,Monaco Grand Prix
99,GIO,Alfa Romeo Racing,19,18,,+2 Laps,0.0,254190.692,2019,Monaco Grand Prix
16,LEC,Ferrari,20,15,,Collision,0.0,238786.03800000003,2019,Monaco Grand Prix
44,HAM,Mercedes,1,2,0 days 01:29:07.084000,Finished,25.0,0.0,2019,Canadian Grand Prix
5,VET,Ferrari,2,1,0 days 00:00:03.658000,Finished,18.0,3658.0,2019,Canadian Grand Prix
16,LEC,Ferrari,3,3,0 days 00:00:04.696000,Finished,15.0,4696.0,2019,Canadian Grand Prix
77,BOT,Mercedes,4,6,0 days 00:00:51.043000,Finished,13.0,51043.0,2019,Canadian Grand Prix
33,VER,Red Bull Racing,5,9,0 days 00:00:57.655000,Finished,10.0,57655.0,2019,Canadian Grand Prix
3,RIC,Renault,6,4,,+1 Lap,8.0,106386.914,2019,Canadian Grand Prix
27,HUL,Renault,7,7,,+1 Lap,6.0,111386.914,2019,Canadian Grand Prix
10,GAS,Red Bull Racing,8,5,,+1 Lap,4.0,116386.914,2019,Canadian Grand Prix
18,STR,Racing Point,9,17,,+1 Lap,2.0,121386.914,2019,Canadian Grand Prix
26,KVY,Toro Rosso,10,10,,+1 Lap,1.0,126386.914,2019,Canadian Grand Prix
55,SAI,McLaren,11,11,,+1 Lap,0.0,131386.914,2019,Canadian Grand Prix
11,PER,Racing Point,12,15,,+1 Lap,0.0,136386.914,2019,Canadian Grand Prix
99,GIO,Alfa Romeo Racing,13,12,,+1 Lap,0.0,141386.914,2019,Canadian Grand Prix
8,GRO,Haas F1 Team,14,14,,+1 Lap,0.0,146386.914,2019,Canadian Grand Prix
7,RAI,Alfa Romeo Racing,15,16,,+1 Lap,0.0,151386.914,2019,Canadian Grand Prix
63,RUS,Williams,16,18,,+2 Laps,0.0,232773.828,2019,Canadian Grand Prix
20,MAG,Haas F1 Team,17,0,,+2 Laps,0.0,237773.828,2019,Canadian Grand Prix
88,KUB,Williams,18,19,,+3 Laps,0.0,319160.742,2019,Canadian Grand Prix
23,ALB,Toro Rosso,20,13,,Collision damage,0.0,198605.9764,2019,Canadian Grand Prix
4,NOR,McLaren,20,8,,Suspension,0.0,122219.06240000001,2019,Canadian Grand Prix
44,HAM,Mercedes,1,1,0 days 01:24:31.198000,Finished,25.0,0.0,2019,French Grand Prix
77,BOT,Mercedes,2,2,0 days 00:00:18.056000,Finished,18.0,18056.0,2019,French Grand Prix
16,LEC,Ferrari,3,3,0 days 00:00:18.985000,Finished,15.0,18985.0,2019,French Grand Prix
33,VER,Red Bull Racing,4,4,0 days 00:00:34.905000,Finished,12.0,34905.0,2019,French Grand Prix
5,VET,Ferrari,5,7,0 days 00:01:02.796000,Finished,11.0,62796.0,2019,French Grand Prix
55,SAI,McLaren,6,6,0 days 00:01:35.462000,Finished,8.0,95462.0,2019,French Grand Prix
7,RAI,Alfa Romeo Racing,7,12,,+1 Lap,6.0,130682.981,2019,French Grand Prix
27,HUL,Renault,8,13,,+1 Lap,4.0,135682.981,2019,French Grand Prix
4,NOR,McLaren,9,5,,+1 Lap,2.0,140682.981,2019,French Grand Prix
10,GAS,Red Bull Racing,10,9,,+1 Lap,1.0,145682.981,2019,French Grand Prix
3,RIC,Renault,11,8,,+1 Lap,0.0,150682.981,2019,French Grand Prix
11,PER,Racing Point,12,14,,+1 Lap,0.0,155682.981,2019,French Grand Prix
18,STR,Racing Point,13,17,,+1 Lap,0.0,160682.981,2019,French Grand Prix
26,KVY,Toro Rosso,14,19,,+1 Lap,0.0,165682.981,2019,French Grand Prix
23,ALB,Toro Rosso,15,11,,+1 Lap,0.0,170682.981,2019,French Grand Prix
99,GIO,Alfa Romeo Racing,16,10,,+1 Lap,0.0,175682.981,2019,French Grand Prix
20,MAG,Haas F1 Team,17,15,,+1 Lap,0.0,180682.981,2019,French Grand Prix
88,KUB,Williams,18,18,,+2 Laps,0.0,281365.962,2019,French Grand Prix
63,RUS,Williams,19,20,,+2 Laps,0.0,286365.962,2019,French Grand Prix
8,GRO,Haas F1 Team,20,16,,Retired,0.0,306185.5392,2019,French Grand Prix
33,VER,Red Bull Racing,1,2,0 days 01:22:01.822000,Finished,26.0,0.0,2019,Austrian Grand Prix
16,LEC,Ferrari,2,1,0 days 00:00:02.724000,Finished,18.0,2724.0,2019,Austrian Grand Prix
77,BOT,Mercedes,3,3,0 days 00:00:18.960000,Finished,15.0,18960.0,2019,Austrian Grand Prix
5,VET,Ferrari,4,9,0 days 00:00:19.610000,Finished,12.0,19610.0,2019,Austrian Grand Prix
44,HAM,Mercedes,5,4,0 days 00:00:22.805000,Finished,10.0,22805.0,2019,Austrian Grand Prix
4,NOR,McLaren,6,5,,+1 Lap,8.0,99321.436,2019,Austrian Grand Prix
10,GAS,Red Bull Racing,7,8,,+1 Lap,6.0,104321.436,2019,Austrian Grand Prix
55,SAI,McLaren,8,19,,+1 Lap,4.0,109321.436,2019,Austrian Grand Prix
7,RAI,Alfa Romeo Racing,9,6,,+1 Lap,2.0,114321.436,2019,Austrian Grand Prix
99,GIO,Alfa Romeo Racing,10,7,,+1 Lap,1.0,119321.436,2019,Austrian Grand Prix
11,PER,Racing Point,11,13,,+1 Lap,0.0,124321.436,2019,Austrian Grand Prix
3,RIC,Renault,12,12,,+1 Lap,0.0,129321.436,2019,Austrian Grand Prix
27,HUL,Renault,13,15,,+1 Lap,0.0,134321.436,2019,Austrian Grand Prix
18,STR,Racing Point,14,14,,+1 Lap,0.0,139321.436,2019,Austrian Grand Prix
23,ALB,Toro Rosso,15,18,,+1 Lap,0.0,144321.436,2019,Austrian Grand Prix
8,GRO,Haas F1 Team,16,11,,+1 Lap,0.0,149321.436,2019,Austrian Grand Prix
26,KVY,Toro Rosso,17,16,,+1 Lap,0.0,154321.436,2019,Austrian Grand Prix
63,RUS,Williams,18,0,,+2 Laps,0.0,228642.872,2019,Austrian Grand Prix
20,MAG,Haas F1 Team,19,10,,+2 Laps,0.0,233642.872,2019,Austrian Grand Prix
88,KUB,Williams,20,17,,+3 Laps,0.0,307964.308,2019,Austrian Grand Prix
44,HAM,Mercedes,1,2,0 days 01:21:08.452000,Finished,26.0,0.0,2019,British Grand Prix
77,BOT,Mercedes,2,1,0 days 00:00:24.928000,Finished,18.0,24928.0,2019,British Grand Prix
16,LEC,Ferrari,3,3,0 days 00:00:30.117000,Finished,15.0,30117.0,2019,British Grand Prix
10,GAS,Red Bull Racing,4,5,0 days 00:00:34.692000,Finished,12.0,34692.0,2019,British Grand Prix
33,VER,Red Bull Racing,5,4,0 days 00:00:39.458000,Finished,10.0,39458.0,2019,British Grand Prix
55,SAI,McLaren,6,13,0 days 00:00:53.639000,Finished,8.0,53639.0,2019,British Grand Prix
3,RIC,Renault,7,7,0 days 00:00:54.401000,Finished,6.0,54401.0,2019,British Grand Prix
7,RAI,Alfa Romeo Racing,8,12,0 days 00:01:05.540000,Finished,4.0,65540.0,2019,British Grand Prix
26,KVY,Toro Rosso,9,17,0 days 00:01:06.720000,Finished,2.0,66720.0,2019,British Grand Prix
27,HUL,Renault,10,10,0 days 00:01:12.733000,Finished,1.0,72733.0,2019,British Grand Prix
4,NOR,McLaren,11,8,0 days 00:01:14.281000,Finished,0.0,74281.0,2019,British Grand Prix
23,ALB,Toro Rosso,12,9,0 days 00:01:15.617000,Finished,0.0,75617.0,2019,British Grand Prix
18,STR,Racing Point,13,18,0 days 00:01:21.086000,Finished,0.0,81086.0,2019,British Grand Prix
63,RUS,Williams,14,19,,+1 Lap,0.0,163624.076,2019,British Grand Prix
88,KUB,Williams,15,20,,+1 Lap,0.0,168624.076,2019,British Grand Prix
5,VET,Ferrari,16,6,,+1 Lap,0.0,173624.076,2019,British Grand Prix
11,PER,Racing Point,17,15,,+1 Lap,0.0,178624.076,2019,British Grand Prix
99,GIO,Alfa Romeo Racing,20,11,,Spun off,0.0,205972.9672,2019,British Grand Prix
8,GRO,Haas F1 Team,20,14,,Collision,0.0,262147.4128,2019,British Grand Prix
20,MAG,Haas F1 Team,20,16,,Collision,0.0,299597.0432,2019,British Grand Prix
33,VER,Red Bull Racing,1,2,0 days 01:44:31.275000,Finished,26.0,0.0,2019,German Grand Prix
5,VET,Ferrari,2,20,0 days 00:00:07.333000,Finished,18.0,7333.0,2019,German Grand Prix
26,KVY,Toro Rosso,3,14,0 days 00:00:08.305000,Finished,15.0,8305.0,2019,German Grand Prix
18,STR,Racing Point,4,15,0 days 00:00:08.966000,Finished,12.0,8966.0,2019,German Grand Prix
55,SAI,McLaren,5,7,0 days 00:00:09.583000,Finished,10.0,9583.0,2019,German Grand Prix
23,ALB,Toro Rosso,6,16,0 days 00:00:10.052000,Finished,8.0,10052.0,2019,German Grand Prix
8,GRO,Haas F1 Team,7,6,0 days 00:00:16.838000,Finished,6.0,16838.0,2019,German Grand Prix
20,MAG,Haas F1 Team,8,12,0 days 00:00:18.765000,Finished,4.0,18765.0,2019,German Grand Prix
44,HAM,Mercedes,9,1,0 days 00:00:19.667000,Finished,2.0,19667.0,2019,German Grand Prix
88,KUB,Williams,10,18,0 days 00:00:24.987000,Finished,1.0,24987.0,2019,German Grand Prix
63,RUS,Williams,11,17,0 days 00:00:26.404000,Finished,0.0,26404.0,2019,German Grand Prix
7,RAI,Alfa Romeo Racing,12,5,0 days 00:00:42.214000,Finished,0.0,42214.0,2019,German Grand Prix
99,GIO,Alfa Romeo Racing,13,11,0 days 00:00:43.849000,Finished,0.0,43849.0,2019,German Grand Prix
10,GAS,Red Bull Racing,14,4,,Collision,0.0,78390.9368,2019,German Grand Prix
77,BOT,Mercedes,20,3,,Accident,0.0,58793.202600000004,2019,German Grand Prix
27,HUL,Renault,20,9,,Accident,0.0,176379.6078,2019,German Grand Prix
16,LEC,Ferrari,20,10,,Accident,0.0,195977.342,2019,German Grand Prix
4,NOR,McLaren,20,19,,Power loss,0.0,372356.9498,2019,German Grand Prix
3,RIC,Renault,20,13,,Exhaust,0.0,254770.5446,2019,German Grand Prix
11,PER,Racing Point,20,8,,Spun off,0.0,156781.8736,2019,German Grand Prix
44,HAM,Mercedes,1,3,0 days 01:35:03.796000,Finished,25.0,0.0,2019,Hungarian Grand Prix
33,VER,Red Bull Racing,2,1,0 days 00:00:17.796000,Finished,19.0,17796.0,2019,Hungarian Grand Prix
5,VET,Ferrari,3,5,0 days 00:01:01.433000,Finished,15.0,61433.0,2019,Hungarian Grand Prix
16,LEC,Ferrari,4,4,0 days 00:01:05.250000,Finished,12.0,65250.0,2019,Hungarian Grand Prix
55,SAI,McLaren,5,8,,+1 Lap,10.0,106482.8,2019,Hungarian Grand Prix
10,GAS,Red Bull Racing,6,6,,+1 Lap,8.0,111482.8,2019,Hungarian Grand Prix
7,RAI,Alfa Romeo Racing,7,10,,+1 Lap,6.0,116482.8,2019,Hungarian Grand Prix
77,BOT,Mercedes,8,2,,+1 Lap,4.0,121482.8,2019,Hungarian Grand Prix
4,NOR,McLaren,9,7,,+1 Lap,2.0,126482.8,2019,Hungarian Grand Prix
23,ALB,Toro Rosso,10,12,,+1 Lap,1.0,131482.8,2019,Hungarian Grand Prix
11,PER,Racing Point,11,16,,+1 Lap,0.0,136482.8,2019,Hungarian Grand Prix
27,HUL,Renault,12,11,,+1 Lap,0.0,141482.8,2019,Hungarian Grand Prix
20,MAG,Haas F1 Team,13,14,,+1 Lap,0.0,146482.8,2019,Hungarian Grand Prix
3,RIC,Renault,14,20,,+1 Lap,0.0,151482.8,2019,Hungarian Grand Prix
26,KVY,Toro Rosso,15,13,,+2 Laps,0.0,237965.6,2019,Hungarian Grand Prix
63,RUS,Williams,16,15,,+2 Laps,0.0,242965.6,2019,Hungarian Grand Prix
18,STR,Racing Point,17,18,,+2 Laps,0.0,247965.6,2019,Hungarian Grand Prix
99,GIO,Alfa Romeo Racing,18,17,,+2 Laps,0.0,252965.6,2019,Hungarian Grand Prix
88,KUB,Williams,19,19,,+3 Laps,0.0,339448.4,2019,Hungarian Grand Prix
8,GRO,Haas F1 Team,20,9,,Water pressure,0.0,146669.04,2019,Hungarian Grand Prix
16,LEC,Ferrari,1,1,0 days 01:23:45.710000,Finished,25.0,0.0,2019,Belgian Grand Prix
44,HAM,Mercedes,2,3,0 days 00:00:00.981000,Finished,18.0,981.0,2019,Belgian Grand Prix
77,BOT,Mercedes,3,4,0 days 00:00:12.585000,Finished,15.0,12585.0,2019,Belgian Grand Prix
5,VET,Ferrari,4,2,0 days 00:00:26.422000,Finished,13.0,26422.0,2019,Belgian Grand Prix
23,ALB,Red Bull Racing,5,17,0 days 00:01:21.325000,Finished,10.0,81325.0,2019,Belgian Grand Prix
11,PER,Racing Point,6,7,0 days 00:01:24.448000,Finished,8.0,84448.0,2019,Belgian Grand Prix
26,KVY,Toro Rosso,7,19,0 days 00:01:29.657000,Finished,6.0,89657.0,2019,Belgian Grand Prix
27,HUL,Renault,8,12,0 days 00:01:46.639000,Finished,4.0,106639.0,2019,Belgian Grand Prix
10,GAS,Toro Rosso,9,13,0 days 00:01:49.168000,Finished,2.0,109168.0,2019,Belgian Grand Prix
18,STR,Racing Point,10,16,0 days 00:01:49.838000,Finished,1.0,109838.0,2019,Belgian Grand Prix
4,NOR,McLaren,11,11,,Engine,0.0,251285.49819999997,2019,Belgian Grand Prix
20,MAG,Haas F1 Team,12,8,,+1 Lap,0.0,174220.68099999998,2019,Belgian Grand Prix
8,GRO,Haas F1 Team,13,9,,+1 Lap,0.0,179220.68099999998,2019,Belgian Grand Prix
3,RIC,Renault,14,10,,+1 Lap,0.0,184220.68099999998,2019,Belgian Grand Prix
63,RUS,Williams,15,14,,+1 Lap,0.0,189220.68099999998,2019,Belgian Grand Prix
7,RAI,Alfa Romeo Racing,16,6,,+1 Lap,0.0,194220.68099999998,2019,Belgian Grand Prix
88,KUB,Williams,17,0,,+1 Lap,0.0,199220.68099999998,2019,Belgian Grand Prix
99,GIO,Alfa Romeo Racing,18,18,,Accident,0.0,411194.4516,2019,Belgian Grand Prix
55,SAI,McLaren,20,15,,Power loss,0.0,342662.04299999995,2019,Belgian Grand Prix
33,VER,Red Bull Racing,20,5,,Accident,0.0,114220.68100000001,2019,Belgian Grand Prix
16,LEC,Ferrari,1,1,0 days 01:15:26.665000,Finished,25.0,0.0,2019,Italian Grand Prix
77,BOT,Mercedes,2,3,0 days 00:00:00.835000,Finished,18.0,835.0,2019,Italian Grand Prix
44,HAM,Mercedes,3,2,0 days 00:00:35.199000,Finished,16.0,35199.0,2019,Italian Grand Prix
3,RIC,Renault,4,5,0 days 00:00:45.515000,Finished,12.0,45515.0,2019,Italian Grand Prix
27,HUL,Renault,5,6,0 days 00:00:58.165000,Finished,10.0,58165.0,2019,Italian Grand Prix
23,ALB,Red Bull Racing,6,8,0 days 00:00:59.315000,Finished,8.0,59315.0,2019,Italian Grand Prix
11,PER,Racing Point,7,18,0 days 00:01:13.802000,Finished,6.0,73802.0,2019,Italian Grand Prix
33,VER,Red Bull Racing,8,19,0 days 00:01:14.492000,Finished,4.0,74492.0,2019,Italian Grand Prix
99,GIO,Alfa Romeo Racing,9,10,,+1 Lap,2.0,130408.773,2019,Italian Grand Prix
4,NOR,McLaren,10,16,,+1 Lap,1.0,135408.773,2019,Italian Grand Prix
10,GAS,Toro Rosso,11,17,,+1 Lap,0.0,140408.773,2019,Italian Grand Prix
