Driver,Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,AverageSpeed,AvgSpeedGap,Year,GrandPrix
RAI,0 days 01:14:32.879048387,291.83870967741933,224.98387096774192,271.8225806451613,293.0,270.4112903225806,5.970065609622793,2019,Austrian Grand Prix
KVY,0 days 01:15:13.988385964,288.29824561403507,226.43859649122808,269.0175438596491,287.3157894736842,267.7675438596491,8.61381207255431,2019,Austrian Grand Prix
GRO,0 days 01:13:52.850387096,286.66129032258067,227.09677419354838,268.0967741935484,284.7096774193548,266.64112903225805,9.740226899945355,2019,Austrian Grand Prix
MAG,0 days 01:13:52.722155172,286.2413793103448,226.8448275862069,266.7586206896552,285.0,266.21120689655174,10.170149035651662,2019,Austrian Grand Prix
RIC,0 days 01:16:12.298680851,300.8510638297872,257.29787234042556,246.3404255319149,310.02127659574467,278.6276595744681,0.0,2019,British Grand Prix
GAS,0 days 01:12:10.096486486,295.2162162162162,256.0,246.02702702702703,307.18918918918916,276.1081081081081,2.519551466359985,2019,British Grand Prix
VER,0 days 01:15:15.124130434,295.82608695652175,256.80434782608694,244.54347826086956,306.5217391304348,275.92391304347825,2.7037465309898607,2019,British Grand Prix
STR,0 days 01:10:58.247756097,292.1951219512195,255.14634146341464,247.8048780487805,305.9268292682927,275.26829268292687,3.3593668915412422,2019,British Grand Prix
KVY,0 days 01:16:50.244395833,291.7291666666667,254.64583333333334,245.375,306.125,274.46875,4.158909574468112,2019,British Grand Prix
LEC,0 days 01:14:23.601088888,293.93333333333334,253.82222222222222,244.93333333333334,298.2,272.72222222222223,5.905437352245883,2019,British Grand Prix
HUL,0 days 01:15:43.277608695,292.2826086956522,252.17391304347825,246.0,299.95652173913044,272.60326086956525,6.024398704902865,2019,British Grand Prix
RAI,0 days 01:15:01.813543478,290.32608695652175,251.7391304347826,244.91304347826087,302.6304347826087,272.4021739130435,6.225485661424614,2019,British Grand Prix
GIO,0 days 00:47:56.724187500,287.875,251.6875,244.125,298.5625,270.5625,8.065159574468112,2019,British Grand Prix
VET,0 days 01:14:27.244930232,289.3953488372093,253.7906976744186,242.69767441860466,295.30232558139534,270.29651162790697,8.331147946561146,2019,British Grand Prix
ALB,0 days 01:14:15.587847826,288.7391304347826,248.6304347826087,243.7826086956522,299.39130434782606,270.1358695652174,8.491790009250735,2019,British Grand Prix
HAM,0 days 01:14:26.456021739,287.2391304347826,254.56521739130434,244.7391304347826,293.2173913043478,269.9402173913044,8.68744218316374,2019,British Grand Prix
PER,0 days 01:12:33.901731707,284.0975609756098,253.5121951219512,244.41463414634146,295.0,269.2560975609756,9.371562013492508,2019,British Grand Prix
RUS,0 days 01:11:53.505024390,283.9024390243902,251.41463414634146,244.65853658536585,295.7560975609756,268.93292682926824,9.694732745199872,2019,British Grand Prix
NOR,0 days 01:12:15.537441860,285.69767441860466,250.46511627906978,243.32558139534885,295.30232558139534,268.69767441860466,9.929985155863449,2019,British Grand Prix
SAI,0 days 01:13:48.690375,283.8,251.3,244.475,292.925,268.125,10.502659574468112,2019,British Grand Prix
KUB,0 days 01:15:40.670431818,279.3636363636364,252.75,245.6590909090909,292.70454545454544,267.6193181818182,11.008341392649925,2019,British Grand Prix
BOT,0 days 01:16:01.077375,280.825,255.425,244.225,288.25,267.18125,11.446409574468134,2019,British Grand Prix
GRO,0 days 00:41:31.066800,282.6,249.2,237.0,291.2,265.0,13.627659574468112,2019,British Grand Prix
MAG,0 days 00:40:25.699500,266.5,245.5,240.5,287.5,260.0,18.62765957446811,2019,British Grand Prix
